timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-11-13,34.3700,34.7200,34.1900,34.2600,34.2600,4120874,0.0000,1.0000
2019-11-12,35.0700,35.1050,34.4500,34.4850,34.4850,3570200,0.0000,1.0000
2019-11-11,34.9500,35.0700,34.5900,34.9900,34.9900,3279900,0.0000,1.0000
2019-11-08,35.0000,35.2300,34.5900,35.1400,35.1400,4979800,0.0000,1.0000
2019-11-07,33.9500,34.9700,33.3700,34.9400,34.9400,7987600,0.0000,1.0000
2019-11-06,32.8400,33.1800,32.3000,33.1000,33.1000,5636000,0.0000,1.0000
2019-11-05,32.5800,33.0800,32.5250,32.8350,32.8350,3198300,0.0000,1.0000
2019-11-04,32.5000,32.6000,32.2900,32.5500,32.5500,2593900,0.0000,1.0000
2019-11-01,32.1700,32.5400,31.9600,32.3900,32.3900,3809000,0.0000,1.0000
2019-10-31,32.0000,32.0800,31.6700,32.0400,32.0400,5058400,0.0000,1.0000
2019-10-30,32.6600,32.8500,32.0000,32.0800,32.0800,4342900,0.0000,1.0000
2019-10-29,32.8200,33.0400,32.5500,32.8400,32.8400,3507400,0.0000,1.0000
2019-10-28,32.5400,33.4100,32.4100,32.9900,32.9900,8672300,0.0000,1.0000
2019-10-25,32.3900,32.7750,32.3200,32.4100,32.4100,5446800,0.0000,1.0000
2019-10-24,33.1800,33.3900,31.7900,32.3000,32.3000,9056900,0.0000,1.0000
2019-10-23,33.3300,33.6700,33.1500,33.2400,33.2400,7061400,0.0000,1.0000
2019-10-22,32.7300,33.5650,32.5500,33.4500,33.4500,5518000,0.0000,1.0000
2019-10-21,32.3600,32.8100,32.2000,32.7400,32.7400,5158700,0.0000,1.0000
2019-10-18,32.0400,32.5700,31.9600,32.2100,32.2100,8890300,0.0000,1.0000
2019-10-17,32.1000,32.1400,31.5400,31.9800,31.9800,9068100,0.0000,1.0000
2019-10-16,31.6100,32.0100,31.5450,31.9900,31.9900,4383300,0.0000,1.0000
2019-10-15,31.3300,31.8050,31.1500,31.7000,31.7000,3758800,0.0000,1.0000
2019-10-14,31.2700,31.4300,31.0400,31.3900,31.3900,2998500,0.0000,1.0000
2019-10-11,30.9900,31.7550,30.7600,31.4600,31.4600,4444200,0.0000,1.0000
2019-10-10,30.2400,30.5500,30.0500,30.5200,30.5200,3493600,0.0000,1.0000
2019-10-09,30.3600,30.4500,29.9600,30.2300,30.2300,3537100,0.0000,1.0000
2019-10-08,30.2700,30.2800,29.6950,30.0550,30.0550,3829600,0.0000,1.0000
2019-10-07,30.7500,31.1400,30.5800,30.6000,30.6000,4854600,0.0000,1.0000
2019-10-04,30.6000,30.8100,30.3700,30.5700,30.5700,2858300,0.0000,1.0000
2019-10-03,30.3400,30.5500,29.7050,30.4600,30.4600,7168800,0.0000,1.0000
2019-10-02,31.1700,31.2900,30.3650,30.4200,30.4200,4879800,0.0000,1.0000
2019-10-01,31.7300,32.0700,31.2000,31.2400,31.2400,2703400,0.0000,1.0000
2019-09-30,31.6300,31.8700,31.3500,31.5350,31.5350,3152800,0.0000,1.0000
2019-09-27,31.6500,31.7200,31.1500,31.4400,31.4400,4252800,0.0000,1.0000
2019-09-26,32.1800,32.1900,31.3900,31.4500,31.4500,5960000,0.0000,1.0000
2019-09-25,31.6100,32.1800,31.5600,32.0100,32.0100,4376500,0.0000,1.0000
2019-09-24,32.2800,32.4450,31.4750,31.5900,31.5900,5844900,0.0000,1.0000
2019-09-23,32.3700,32.4900,31.9950,32.2700,32.2700,3485400,0.0000,1.0000
2019-09-20,31.9900,32.4250,31.7200,32.2700,32.2700,8111700,0.0000,1.0000
2019-09-19,32.4800,32.7800,31.9600,32.0400,32.0400,4889000,0.0000,1.0000
2019-09-18,32.8800,32.9600,32.1300,32.6400,32.6400,5590600,0.0000,1.0000
